,dr7objid,t04_spiral_a08_spiral_flag,t04_spiral_a09_no_spiral_flag,t08_odd_feature_a20_lens_or_arc_flag,t08_odd_feature_a22_irregular_flag
6463,44284,0,1,1,0
6464,30953,1,0,0,0
6465,10651,0,1,1,0
6466,235202,1,0,0,0
6467,74328,0,1,0,0
6468,247170,1,0,0,0
6469,159193,0,1,1,0
6470,144604,0,1,0,0
6471,231312,1,0,0,1
6472,165996,1,0,0,0
6473,191226,0,1,0,0
6474,123826,0,1,1,0
6475,13753,0,1,0,1
6476,117208,1,0,0,0
6477,97343,0,1,0,0
6478,191138,1,0,0,0
6479,76788,1,0,0,1
6480,249491,0,1,0,0
6481,97784,1,0,0,0
6482,37402,0,1,1,0
6483,156476,0,1,0,0
6484,114582,1,0,0,0
6485,114909,1,0,0,0
6486,216848,0,1,0,0
6487,226444,0,0,0,1
6488,90603,1,0,0,0
6489,252886,0,1,0,0
6490,148598,0,1,0,1
6491,186637,1,0,0,0
6492,141814,0,1,0,0
6493,87643,1,0,0,1
6494,60122,1,0,0,0
6495,270283,0,1,0,0
6496,200174,0,1,0,1
6497,197847,0,1,1,0
6498,140452,1,0,0,0
6499,237002,0,1,1,0
6500,163504,0,1,0,0
6501,34480,1,0,0,1
6502,81410,1,0,0,0
6503,120928,0,1,0,0
6504,224226,1,0,0,0
6505,198950,1,0,0,1
6506,239599,0,1,0,0
6507,102339,1,0,0,0
6508,93640,1,0,0,0
6509,96734,0,1,0,0
6510,189359,1,0,0,1
6511,268233,1,0,0,0
6512,280125,0,1,1,0
6513,106047,1,0,0,1
6514,263585,0,1,1,0
6515,95258,1,0,0,0
6516,138142,0,1,0,0
6517,255671,0,1,1,0
6518,211550,0,0,0,1
6519,272504,1,0,0,0
6520,139491,0,1,0,0
6521,215176,1,0,0,0
6522,176680,0,1,0,1
6523,201109,0,1,0,0
6524,23469,0,1,1,0
6525,97377,0,1,1,0
6526,185317,1,0,0,0
6527,114851,0,1,0,0
6528,1689,1,0,0,1
6529,16587,0,1,0,0
6530,216936,1,0,0,0
6531,207755,0,1,1,0
6532,73069,0,1,0,0
6533,94644,1,0,0,0
6534,172456,1,0,0,1
6535,19131,0,1,0,1
6536,111067,0,1,0,0
6537,255604,1,0,0,0
6538,4353,0,0,0,1
6539,96308,0,1,0,0
6540,221708,1,0,0,0
6541,230806,0,1,1,0
6542,115871,0,1,1,0
6543,169613,1,0,0,1
6544,7022,1,0,0,0
6545,175969,0,1,0,0
6546,124956,1,0,0,1
6547,245240,0,1,0,1
6548,177734,1,0,0,0
6549,20381,0,1,0,0
6550,112880,1,0,0,1
6551,52783,1,0,0,0
6552,121450,1,0,0,1
6553,99958,0,1,1,0
6554,272456,0,1,1,0
6555,41353,0,1,0,0
6556,165428,1,0,0,0
6557,9542,0,1,0,0
6558,167241,1,0,0,0
6559,179220,1,0,0,1
6560,3385,0,1,0,1
6561,1146,0,1,0,0
6562,255047,1,0,0,0
6563,98374,0,1,0,0
6564,133148,1,0,0,1
6565,115336,1,0,0,0
6566,27260,0,1,0,0
6567,265553,1,0,0,0
6568,115696,0,1,0,0
6569,74797,1,0,0,0
6570,138367,0,1,0,1
6571,224047,0,1,1,0
6572,140584,0,1,0,0
6573,96810,0,1,0,1
6574,279393,1,0,0,0
6575,168678,0,1,0,0
6576,20714,0,1,1,0
6577,92335,1,0,0,0
6578,23708,0,1,1,0
6579,177099,0,1,1,0
6580,240759,0,1,0,0
6581,123079,1,0,0,1
6582,174422,1,0,0,0
6583,24531,1,0,0,1
6584,160611,0,1,0,0
6585,132261,0,1,1,0
6586,83047,0,1,1,0
6587,113379,1,0,0,0
6588,100941,0,1,1,0
6589,201768,0,1,0,0
6590,70915,1,0,0,0
6591,224574,0,1,1,0
6592,50411,1,0,0,0
6593,31678,0,1,0,0
6594,118110,1,0,0,0
6595,145115,1,0,0,0
6596,181539,0,1,0,0
6597,53638,1,0,0,0
6598,63096,0,1,1,0
6599,234971,1,0,0,1
6600,207084,0,1,0,0
6601,53746,0,1,1,0
6602,238485,1,0,0,0
6603,248115,0,1,0,0
6604,125685,1,0,0,0
6605,213543,0,1,1,0
6606,242598,0,1,0,0
6607,16164,1,0,0,1
6608,181641,1,0,0,0
6609,30467,0,1,0,0
6610,77358,1,0,0,1
6611,19410,1,0,0,0
6612,229448,0,1,0,1
6613,79436,0,1,1,0
6614,109150,0,1,0,0
6615,150000,1,0,0,0
6616,282567,1,0,0,1
6617,116008,0,1,0,0
6618,194287,1,0,0,0
6619,208238,1,0,0,1
6620,101158,1,0,0,0
6621,89573,0,1,0,0
6622,6800,0,1,1,0
6623,47017,0,1,0,1
6624,250649,1,0,0,0
6625,57124,0,1,0,0
6626,196451,0,1,1,0
6627,124112,0,1,1,0
6628,151365,0,0,0,1
6629,66677,0,1,0,0
6630,52811,1,0,0,0
6631,119362,0,1,0,0
6632,141539,1,0,0,0
6633,85997,0,0,0,1
6634,196382,1,0,0,0
6635,245164,0,1,0,0
6636,198490,1,0,0,1
6637,204108,1,0,0,0
6638,98335,0,1,0,0
6639,281616,0,1,0,1
6640,56405,0,1,0,1
6641,67644,0,1,0,0
6642,118380,1,0,0,0
6643,205227,1,0,0,1
6644,140824,1,0,0,1
6645,265384,1,0,0,0
6646,76623,0,1,0,0
6647,160849,0,1,1,0
6648,165307,1,0,0,1
6649,223899,0,1,0,0
6650,15692,1,0,0,0
6651,169124,1,0,0,1
6652,184929,0,0,0,1
6653,217762,0,1,0,0
6654,60719,1,0,0,0
6655,86802,0,1,0,1
6656,138008,0,1,0,0
6657,34734,0,1,0,1
6658,19234,1,0,0,0
6659,49860,0,1,1,0
6660,160254,1,0,0,0
6661,143427,0,1,0,0
6662,45804,0,1,0,1
6663,243804,0,1,1,0
6664,102713,0,1,1,0
6665,285376,0,1,0,0
6666,7499,1,0,0,0
6667,143295,0,1,0,0
6668,227589,1,0,0,0
6669,38966,0,1,1,0
6670,135982,1,0,0,1
6671,98417,1,0,0,1
6672,230748,0,1,0,0
6673,232443,1,0,0,0
6674,193223,1,0,0,1
6675,187702,0,1,0,0
6676,124958,0,1,0,1
6677,173158,1,0,0,0
6678,280999,0,1,0,0
6679,144536,1,0,0,0
6680,63301,1,0,0,0
6681,164607,0,1,0,0
6682,90636,0,1,0,0
6683,85766,1,0,0,0
6684,13860,0,1,0,1
6685,196489,0,1,0,0
6686,22790,1,0,0,0
6687,137612,0,1,0,0
6688,256386,1,0,0,0
6689,77582,0,1,0,1
6690,8155,1,0,0,0
6691,143937,0,1,0,0
6692,65722,1,0,0,0
6693,208968,0,1,0,1
6694,105354,0,1,0,0
6695,55474,0,1,0,1
6696,289766,1,0,0,0
6697,135491,0,1,1,0
6698,288245,0,1,0,0
6699,112689,0,1,1,0
6700,251230,1,0,0,0
6701,180104,0,1,0,1
6702,239752,0,1,0,0
6703,216125,0,1,1,0
6704,36170,0,1,1,0
6705,233463,0,0,0,1
6706,252809,1,0,0,0
6707,91787,0,1,0,0
6708,73072,1,0,0,0
6709,195108,1,0,0,1
6710,123757,0,1,0,0
6711,17597,0,1,0,1
6712,193517,1,0,0,0
6713,119413,0,1,0,1
6714,16275,0,1,0,0
6715,138233,1,0,0,0
6716,52859,0,1,0,0
6717,186770,0,1,0,1
6718,140066,1,0,0,0
6719,206349,0,1,1,0
6720,176942,0,1,0,0
6721,243807,1,0,0,0
6722,50301,0,0,0,1
6723,224980,0,1,0,0
6724,207291,1,0,0,0
6725,223718,0,1,0,1
6726,213991,0,1,0,0
6727,66363,1,0,0,0
6728,200013,0,1,0,0
6729,215986,1,0,0,0
6730,55822,1,0,0,1
6731,38082,0,1,0,0
6732,183542,1,0,0,0
6733,285441,0,1,0,0
6734,60820,1,0,0,0
6735,204181,0,1,0,1
6736,36130,1,0,0,0
6737,121933,0,1,0,0
6738,181221,0,1,0,1
6739,149535,0,1,1,0
6740,108236,0,1,1,0
6741,122868,1,0,0,0
6742,151701,0,1,0,0
6743,59751,0,1,1,0
6744,186039,1,0,0,0
6745,92041,0,1,0,1
6746,233732,0,1,0,1
6747,101701,0,0,0,1
6748,285141,1,0,0,0
6749,217633,0,1,0,0
6750,67964,0,1,1,0
6751,258215,1,0,0,0
6752,196902,0,1,0,0
6753,65097,1,0,0,0
6754,102515,0,1,0,1
6755,208349,0,1,1,0
6756,195442,1,0,0,0
6757,8149,0,1,0,0
6758,185970,0,1,0,1
6759,199008,0,1,1,0
6760,242663,0,1,0,1
6761,21667,1,0,0,0
6762,83416,0,1,0,0
6763,73990,1,0,0,0
6764,22067,0,1,1,0
6765,217120,0,1,0,0
6766,129931,0,1,0,1
6767,168268,1,0,0,0
6768,239441,1,0,0,1
6769,68794,0,1,0,0
6770,183642,1,0,0,0
6771,24351,0,0,0,1
6772,237777,0,1,0,0
6773,234515,1,0,0,0
6774,135582,0,1,0,1
6775,235247,0,1,0,1
6776,76011,1,0,0,0
6777,74212,0,1,0,0
6778,11437,1,0,0,0
6779,252,0,1,0,0
6780,246690,1,0,0,0
6781,197585,0,1,1,0
6782,91304,0,1,1,0
6783,127392,0,1,0,0
6784,24664,0,1,1,0
6785,21563,1,0,0,0
6786,205148,0,1,0,0
6787,84859,1,0,0,0
6788,64818,0,1,0,1
6789,160507,1,0,0,0
6790,222765,0,1,0,0
6791,58526,0,0,0,1
6792,255250,1,0,0,0
6793,122359,0,1,0,0
6794,26005,1,0,0,0
6795,154472,0,1,0,1
6796,234799,0,1,0,0
6797,244321,1,0,0,1
6798,78947,1,0,0,0
6799,208283,0,1,1,0
6800,239839,1,0,0,0
6801,181848,0,1,0,0
6802,263566,1,0,0,0
6803,102968,0,1,0,1
6804,116118,0,1,0,1
6805,98713,1,0,0,0
6806,41632,0,1,0,0
6807,90418,1,0,0,1
6808,269079,1,0,0,0
6809,183973,0,1,1,0
6810,53661,0,1,0,0
6811,99604,1,0,0,0
6812,131511,1,0,0,1
6813,21361,1,0,0,0
6814,190769,0,1,0,0
6815,109991,1,0,0,0
6816,244882,0,1,1,0
6817,23097,0,1,1,0
6818,119803,0,1,0,1
6819,124883,0,1,0,1
6820,83834,0,1,0,0
6821,291811,1,0,0,0
6822,158100,0,1,0,1
6823,190630,0,0,0,1
6824,27605,1,0,0,0
6825,41678,0,1,0,0
6826,116409,0,1,1,0
6827,149242,1,0,0,0
6828,99268,0,1,0,0
6829,174618,1,0,0,0
6830,131958,0,0,0,1
6831,180972,0,1,0,1
6832,213031,1,0,0,0
6833,243639,0,1,0,0
6834,60537,0,1,0,1
6835,46581,0,1,1,0
6836,26670,0,0,0,1
6837,172667,1,0,0,0
6838,84542,0,1,0,0
6839,139159,1,0,0,0
6840,121802,0,1,0,0
6841,26562,1,0,0,0
6842,38823,0,1,0,0
6843,49947,1,0,0,0
6844,185340,0,1,1,0
6845,194052,0,0,0,1
6846,14573,0,1,0,0
6847,226004,0,1,1,0
6848,228448,0,1,1,0
6849,157530,0,1,1,0
6850,241620,1,0,0,0
6851,179637,0,1,0,0
6852,127109,1,0,0,0
6853,238037,0,1,0,1
6854,201001,0,1,0,0
6855,255051,1,0,0,0
6856,278106,1,0,0,0
6857,30223,0,1,0,0
6858,239491,0,1,0,0
6859,133309,1,0,0,0
6860,32441,1,0,0,1
6861,188089,1,0,0,1
6862,229569,0,1,1,0
6863,167510,1,0,0,0
6864,214714,0,1,0,1
6865,152436,0,1,0,0
6866,190856,0,1,1,0
6867,205621,1,0,0,0
6868,281919,0,1,0,1
6869,15293,0,1,0,0
6870,62241,1,0,0,0
6871,64265,0,1,0,0
6872,252996,1,0,0,0
6873,128247,0,1,0,0
6874,201218,0,1,1,0
6875,22565,1,0,0,1
6876,224911,0,1,0,0
6877,204726,1,0,0,0
6878,113349,0,1,1,0
6879,40827,1,0,0,0
6880,243442,0,1,0,0
6881,238378,1,0,0,1
6882,279117,1,0,0,0
6883,98865,0,1,0,1
6884,64704,0,1,0,0
6885,111245,0,1,0,1
6886,279080,1,0,0,0
6887,219277,0,1,0,0
6888,220904,1,0,0,0
6889,97958,0,1,0,0
6890,216614,0,1,1,0
6891,89310,0,1,1,0
6892,171404,0,0,0,1
6893,282334,0,1,1,0
6894,80061,1,0,0,0
6895,97940,0,1,0,0
6896,50361,0,1,1,0
6897,132802,1,0,0,1
6898,176648,0,1,1,0
6899,223412,1,0,0,0
6900,114709,1,0,0,1
6901,70878,0,1,0,0
6902,170306,1,0,0,0
6903,219623,0,1,1,0
6904,139892,1,0,0,0
6905,198883,0,1,0,1
6906,259446,0,1,0,0
6907,194953,1,0,0,1
6908,26606,0,1,1,0
6909,167562,1,0,0,0
6910,125487,0,1,0,0
6911,52769,0,1,0,1
6912,219131,1,0,0,1
6913,281315,1,0,0,0
6914,25967,0,1,0,0
6915,203086,1,0,0,0
6916,37802,1,0,0,1
6917,3345,0,1,0,0
6918,200563,0,1,1,0
6919,156209,1,0,0,0
6920,24767,0,1,0,1
6921,167202,0,1,1,0
6922,189195,0,1,0,0
6923,252633,1,0,0,0
6924,87201,0,1,0,0
6925,144882,1,0,0,1
6926,254564,1,0,0,0
6927,200913,0,1,0,0
6928,134076,1,0,0,0
6929,165757,0,1,0,0
6930,26672,1,0,0,1
6931,14997,1,0,0,0
6932,88739,0,1,0,0
6933,88642,1,0,0,1
6934,215533,1,0,0,0
6935,65158,0,1,0,1
6936,242469,1,0,0,0
6937,276062,0,1,0,0
6938,112169,0,1,1,0
6939,185142,0,1,1,0
6940,156486,1,0,0,0
6941,26058,0,1,0,0
6942,63406,0,1,1,0
6943,41986,0,1,1,0
6944,38735,1,0,0,0
6945,115897,1,0,0,1
6946,84724,0,1,0,0
6947,38803,1,0,0,0
6948,55070,0,1,0,0
6949,269786,0,1,0,1
6950,216547,1,0,0,0
6951,97788,0,1,1,0
6952,5385,0,1,0,0
6953,211277,0,0,0,1
6954,208789,1,0,0,0
6955,121429,0,1,0,1
6956,123915,0,1,1,0
6957,132401,0,1,0,0
6958,77770,1,0,0,0
6959,191774,0,1,0,1
6960,131744,0,1,0,0
6961,248903,0,1,0,1
6962,12206,1,0,0,0
6963,160061,0,1,1,0
6964,174766,1,0,0,0
6965,207236,0,1,0,0
6966,234879,0,1,0,1
6967,85526,0,1,0,0
6968,86833,1,0,0,0
6969,183588,0,1,0,1
6970,280007,0,1,0,0
6971,185754,1,0,0,0
6972,69878,0,1,1,0
6973,222092,0,1,1,0
6974,114116,0,1,1,0
6975,157933,0,1,0,1
6976,15712,1,0,0,0
6977,64459,0,1,0,0
6978,177932,0,1,0,1
6979,74485,1,0,0,0
6980,92606,0,1,0,1
6981,95277,0,1,0,0
6982,197082,1,0,0,0
6983,138044,0,1,1,0
6984,243983,0,1,0,0
6985,173131,1,0,0,0
6986,69517,1,0,0,1
6987,57889,0,1,0,0
6988,157057,1,0,0,1
6989,24165,1,0,0,0
6990,23061,0,1,0,0
6991,36867,0,0,0,1
6992,92080,1,0,0,0
6993,72106,0,1,1,0
6994,157746,0,1,0,0
6995,64226,1,0,0,1
6996,131381,0,1,0,1
6997,59671,1,0,0,0
6998,236146,1,0,0,1
6999,143428,0,1,0,0
7000,160259,1,0,0,0
7001,73265,0,1,1,0
7002,261041,0,1,0,0
7003,77086,1,0,0,0
7004,213295,0,1,0,0
7005,148349,0,1,0,1
7006,20900,1,0,0,0
7007,134280,1,0,0,1
7008,130672,0,1,0,0
7009,99488,1,0,0,0
7010,188138,1,0,0,0
7011,45052,0,0,0,1
7012,206417,0,1,0,0
7013,188973,1,0,0,0
7014,39830,0,1,1,0
7015,5169,0,1,0,0
7016,88043,1,0,0,0
7017,193828,0,1,1,0
7018,231329,0,1,0,1
7019,236542,0,1,0,0
7020,215798,1,0,0,0
7021,136606,0,1,0,0
7022,252142,0,1,0,1
7023,280385,1,0,0,0
7024,198966,1,0,0,1
7025,219879,0,0,0,1
7026,37642,0,1,0,0
7027,259287,1,0,0,0
7028,47136,0,1,0,0
7029,52591,1,0,0,0
7030,62765,1,0,0,0
7031,196459,0,1,0,0
7032,192972,0,1,1,0
7033,54027,1,0,0,1
7034,156726,0,1,0,0
7035,198301,1,0,0,0
7036,48033,1,0,0,1
7037,96853,1,0,0,0
7038,223337,0,1,0,1
7039,247532,0,1,0,0
7040,172339,1,0,0,0
7041,36548,0,0,0,1
7042,44867,0,0,0,1
7043,74224,0,1,0,0
7044,260814,1,0,0,0
7045,141056,0,1,0,1
7046,78897,0,1,0,0
7047,276219,1,0,0,0
7048,31633,0,1,0,1
7049,38975,0,1,0,0
7050,27256,0,0,0,1
7051,3793,1,0,0,0
7052,71498,0,1,0,0
7053,57187,1,0,0,0
7054,122576,0,1,1,0
7055,245875,0,1,0,0
7056,114634,1,0,0,0
7057,180993,0,1,0,1
7058,60132,0,1,0,0
7059,149325,1,0,0,1
7060,83128,0,1,1,0
7061,88726,1,0,0,0
7062,961,0,1,0,0
7063,156321,1,0,0,1
7064,17946,0,1,1,0
7065,287033,1,0,0,0
7066,104019,0,1,0,0
7067,24871,0,0,0,1
7068,259761,1,0,0,1
7069,170235,1,0,0,0
7070,67266,0,1,0,1
7071,111896,0,1,1,0
7072,273853,0,1,0,0
7073,56156,1,0,0,0
7074,110019,0,1,1,0
7075,62947,0,1,0,0
7076,277646,1,0,0,0
7077,218222,0,1,0,1
7078,32939,0,1,0,1
7079,170944,0,1,0,0
7080,8356,0,1,0,1
7081,201549,1,0,0,0
7082,271211,1,0,0,1
7083,224070,1,0,0,1
7084,240558,1,0,0,0
7085,214205,0,1,0,0
7086,166701,1,0,0,1
7087,271722,1,0,0,1
7088,217737,1,0,0,0
7089,11025,0,1,0,0
7090,27976,0,1,1,0
7091,263596,1,0,0,1
7092,125078,1,0,0,0
7093,74199,0,1,1,0
7094,142292,0,1,0,0
7095,204188,1,0,0,0
7096,138740,0,1,0,1
7097,165922,0,1,0,0
7098,108251,0,1,1,0
7099,130980,1,0,0,0
7100,239805,0,1,0,0
7101,131955,1,0,0,0
7102,191438,0,1,0,1
7103,78618,0,1,1,0
7104,214012,0,1,1,0
7105,34397,0,1,0,0
7106,230116,0,0,0,1
7107,220211,1,0,0,0
7108,135669,0,0,0,1
7109,220916,0,1,0,0
7110,121844,1,0,0,0
7111,134683,0,1,0,0
7112,44116,1,0,0,0
7113,77950,1,0,0,1
7114,238536,0,1,0,0
7115,51178,1,0,0,0
7116,182171,1,0,0,1
7117,34573,0,1,0,1
7118,222350,1,0,0,0
7119,243334,0,1,0,0
7120,59703,0,1,1,0
7121,250788,1,0,0,0
7122,110800,0,1,1,0
7123,131806,0,1,1,0
7124,123745,1,0,0,0
7125,66230,1,0,0,1
7126,49226,0,1,0,0
7127,245475,0,1,0,1
7128,9865,1,0,0,0
7129,141586,0,1,1,0
7130,73189,0,1,0,0
7131,99289,0,1,1,0
7132,223187,1,0,0,0
7133,59068,0,1,0,1
7134,228299,0,1,0,0
7135,57208,1,0,0,0
7136,83879,0,1,0,0
7137,226102,1,0,0,0
7138,227588,0,1,0,1
7139,131434,0,1,0,0
7140,3034,0,1,1,0
7141,134628,1,0,0,1
7142,134361,0,1,0,0
7143,64179,1,0,0,0
7144,36377,0,1,1,0
7145,99522,0,0,0,1
7146,110508,0,1,0,0
7147,94435,1,0,0,0
7148,5467,0,1,1,0
7149,74531,0,1,0,0
7150,84758,0,1,1,0
7151,118503,1,0,0,0
7152,27922,0,0,0,1
7153,224408,0,1,1,0
7154,236126,0,1,0,0
7155,51245,0,1,1,0
7156,97072,1,0,0,0
7157,176678,0,1,1,0
7158,237501,1,0,0,0
7159,199876,0,0,0,1
7160,287752,1,0,0,1
7161,98757,0,1,0,0
7162,39145,1,0,0,0
7163,109173,0,1,0,0
7164,219051,0,0,0,1
7165,152200,1,0,0,0
7166,177910,0,1,1,0
7167,138789,0,1,0,0
7168,34017,0,1,0,1
7169,182204,1,0,0,0
7170,234265,0,1,0,0
7171,34769,0,1,1,0
7172,90945,1,0,0,0
7173,81372,0,1,0,0
7174,222483,1,0,0,0
7175,17349,0,1,0,0
7176,120227,1,0,0,0
7177,117948,0,0,0,1
7178,263368,1,0,0,0
7179,50058,0,1,1,0
7180,164845,0,0,0,1
7181,107923,0,1,0,0
7182,115544,0,1,1,0
7183,56253,0,1,1,0
7184,239578,1,0,0,0
7185,32871,0,1,0,0
7186,215068,0,1,1,0
7187,238637,0,0,0,1
7188,175590,1,0,0,0
7189,228446,1,0,0,1
7190,220660,0,1,0,0
7191,75397,1,0,0,0
7192,79690,0,1,0,0
7193,259447,1,0,0,0
7194,112967,1,0,0,1
7195,25083,0,1,1,0
7196,144762,0,1,0,0
7197,142429,1,0,0,0
7198,221600,0,1,1,0
7199,142179,0,0,0,1
7200,181404,1,0,0,1
7201,211368,0,1,0,0
7202,262017,1,0,0,0
7203,33928,1,0,0,1
7204,120035,0,1,0,0
7205,46007,1,0,0,1
7206,140155,1,0,0,0
7207,128464,0,1,0,0
7208,122568,0,1,0,1
7209,123505,1,0,0,0
7210,164401,0,0,0,1
7211,31145,0,1,0,0
7212,62421,1,0,0,0
7213,115852,1,0,0,1
7214,123834,1,0,0,1
7215,253916,1,0,0,0
7216,210962,0,1,0,1
7217,130925,0,1,1,0
7218,135301,0,1,0,0
7219,135078,0,1,1,0
7220,158237,1,0,0,0
7221,195746,0,1,0,0
7222,196644,0,1,1,0
7223,154305,1,0,0,1
7224,220656,0,1,1,0
7225,32427,1,0,0,0
7226,93168,0,1,0,0
7227,9479,0,0,0,1
7228,103872,1,0,0,0
7229,118189,1,0,0,1
7230,58491,0,1,0,0
7231,265098,1,0,0,0
7232,279137,0,1,0,0
7233,255809,1,0,0,0
7234,239873,1,0,0,1
7235,205263,0,1,0,1
7236,249617,0,1,0,0
7237,208209,1,0,0,0
7238,111276,0,1,1,0
7239,12263,1,0,0,0
7240,63777,0,1,0,0
7241,181428,1,0,0,0
7242,165656,0,1,0,0
7243,144322,1,0,0,1
7244,27945,1,0,0,0
7245,3780,1,0,0,1
7246,136767,0,1,0,1
7247,95591,0,1,0,0
7248,164212,1,0,0,0
7249,282413,0,1,0,0
7250,97164,0,1,1,0
7251,60726,1,0,0,0
7252,223365,0,1,0,1
7253,65211,0,1,0,0
7254,219562,0,1,1,0
7255,26640,1,0,0,0
7256,57972,0,1,1,0
7257,826,0,1,0,0
7258,19571,0,1,1,0
7259,78794,0,1,0,1
7260,78064,1,0,0,0
7261,87257,0,1,0,0
7262,41349,0,1,1,0
7263,59402,1,0,0,0
7264,168470,0,1,0,0
7265,106884,1,0,0,1
7266,31839,1,0,0,0
7267,14209,0,1,0,0
7268,261368,0,0,0,1
7269,187449,1,0,0,0
7270,175098,0,1,0,0
7271,42367,0,1,1,0
7272,62999,0,1,1,0
7273,63093,0,1,1,0
7274,54629,1,0,0,0
7275,178543,0,1,0,0
7276,205751,1,0,0,0
7277,107032,0,0,0,1
7278,25413,0,1,0,0
7279,154606,1,0,0,0
7280,15515,1,0,0,1
7281,94470,0,1,1,0
7282,194583,1,0,0,1
7283,3467,0,1,0,0
7284,173019,0,1,0,1
7285,222317,1,0,0,0
7286,198262,0,1,1,0
7287,140612,0,1,1,0
7288,253343,0,1,0,0
7289,96688,1,0,0,0
7290,121459,1,0,0,1
7291,125760,0,1,0,0
7292,69796,1,0,0,0
7293,89521,0,1,1,0
7294,95485,1,0,0,1
7295,190522,0,1,0,0
7296,52974,1,0,0,0
7297,19903,1,0,0,1
7298,211006,1,0,0,0
7299,130638,0,0,0,1
7300,80741,0,1,0,0
7301,166523,0,1,1,0
7302,236301,1,0,0,0
7303,229760,0,1,1,0
7304,25928,0,1,1,0
7305,86970,0,1,1,0
7306,248203,0,1,0,0
7307,173220,0,1,0,1
7308,253138,1,0,0,0
7309,102524,0,1,0,0
7310,152214,1,0,0,0
7311,183554,1,0,0,1
7312,253754,1,0,0,1
7313,98569,1,0,0,0
7314,285279,0,1,0,0
7315,164961,1,0,0,1
7316,179210,0,1,0,1
7317,18818,1,0,0,0
7318,133174,0,1,0,0
7319,179279,1,0,0,0
7320,220212,0,1,0,0
7321,219898,1,0,0,0
7322,243191,0,0,0,1
7323,57768,0,1,0,1
7324,20321,0,1,0,0
7325,112657,1,0,0,0
7326,139612,0,1,0,0
7327,74497,1,0,0,0
7328,63075,1,0,0,1
7329,221709,1,0,0,1
7330,237601,1,0,0,0
7331,18232,0,1,1,0
7332,181119,0,1,0,0
7333,220100,1,0,0,1
7334,126836,1,0,0,0
7335,72189,0,1,0,0
7336,10540,0,1,1,0
7337,13131,0,1,1,0
7338,71124,0,1,0,0
7339,238778,1,0,0,0
7340,7945,0,1,0,0
7341,115466,1,0,0,0
7342,187982,0,1,1,0
7343,222168,0,1,0,1
7344,134098,0,1,0,0
7345,210782,0,1,0,1
7346,154783,1,0,0,0
7347,109253,0,1,1,0
7348,164506,0,1,0,1
7349,206733,1,0,0,0
7350,65989,0,1,1,0
7351,222726,1,0,0,1
7352,125306,0,1,0,0
7353,31833,0,1,0,1
7354,90321,1,0,0,0
7355,165841,0,1,1,0
7356,193409,0,1,0,0
7357,96094,1,0,0,0
7358,259790,0,0,0,1
7359,231218,0,1,0,0
7360,262080,1,0,0,0
7361,46211,0,1,0,0
7362,24474,1,0,0,0
7363,51130,0,1,0,1
7364,13164,0,1,0,0
7365,159088,1,0,0,0
7366,198890,0,1,0,1
7367,93720,0,1,0,0
7368,14130,1,0,0,0
7369,97308,1,0,0,1
7370,223035,0,1,0,0
7371,54866,1,0,0,0
7372,183622,0,1,1,0
7373,139859,0,1,0,0
7374,157878,1,0,0,0
7375,181938,1,0,0,1
7376,245059,1,0,0,1
7377,71001,0,1,0,0
7378,149913,1,0,0,0
7379,36326,0,1,0,1
7380,144853,1,0,0,0
7381,79504,0,1,0,0
7382,20862,1,0,0,1
7383,277978,0,1,0,1
7384,121400,0,1,1,0
7385,37086,0,1,1,0
7386,194796,1,0,0,0
7387,151910,0,1,0,0
7388,16729,0,1,0,1
7389,177426,0,1,1,0
7390,243268,1,0,0,0
7391,200768,0,1,0,0
7392,75789,0,1,1,0
7393,135589,0,1,0,1
7394,80935,0,1,0,0
7395,184485,1,0,0,0
7396,293540,0,1,0,0
7397,230066,0,0,0,1
7398,188731,1,0,0,0
7399,228424,0,1,1,0
7400,186608,0,1,0,1
7401,253471,1,0,0,0
7402,121575,0,1,0,0
7403,58858,1,0,0,1
7404,195261,1,0,0,0
7405,69344,0,1,0,0
7406,165090,1,0,0,1
7407,290004,1,0,0,0
7408,253337,0,1,0,1
7409,237956,0,1,0,0
7410,285714,0,1,0,1
7411,243180,1,0,0,0
7412,20864,0,1,0,0
7413,243285,0,1,0,1
7414,38142,0,1,0,0
7415,1785,1,0,0,0
7416,221334,1,0,0,0
7417,204035,1,0,0,1
7418,8968,0,1,0,0
7419,38413,1,0,0,0
7420,18972,1,0,0,1
7421,24733,0,1,0,0
7422,39654,0,0,0,1
7423,50586,1,0,0,1
7424,218270,1,0,0,1
7425,19228,1,0,0,0
7426,181248,0,0,0,1
7427,56367,1,0,0,0
7428,136590,0,1,0,0
7429,40576,1,0,0,1
7430,119682,0,1,1,0
7431,12277,0,1,0,0
7432,88505,1,0,0,0
7433,241497,0,1,0,1
7434,155695,0,1,0,0
7435,47443,1,0,0,0
7436,5193,0,1,0,0
7437,63288,1,0,0,0
7438,135177,0,1,0,1
7439,16427,1,0,0,0
7440,121263,0,1,0,0
7441,2491,1,0,0,0
7442,151299,0,1,0,0
7443,10243,0,1,1,0
7444,89910,1,0,0,0
7445,271374,0,1,0,1
7446,17347,0,1,0,0
7447,287522,0,1,1,0
7448,227290,1,0,0,0
7449,3296,0,1,0,0
7450,267098,0,1,0,1
7451,257615,1,0,0,0
7452,235898,0,1,1,0
7453,30077,1,0,0,1
7454,159023,0,1,0,0
7455,6943,1,0,0,0
7456,59964,0,1,0,0
